text,star
"Here the product listing shows smart diagnosis but your demo person denied it.
Let me know who the right.",3
Not good. While installation drum is sounding.,1
"Good service and washing is okay. 30 minute fast wash doesn't clean properly.
It takes a lot of time to clean couple of clothes like almost 1 half hours. You can only put around 2-3 kg of clothes not more than that.
I would recommend go for semi automatic as it's cheaper and better for a single family. Other hand if you don't want to waste your time you should go for a 8kg Or a 10kg one which can accommodate more clothes.",3
I bought LG washing machine with 8kg at first received damaged product and then re ordered.Received a product that looks good from outside and service was also worst.The person from LG came to fit the washing machine and didn't fit it properly and recommended us to wash only 1 or 2 clothes in a 8 kg washing machine which is rediculous and when called for service he said drum might got damaged it was bought very few months ago and from the begining the machine performance is worst.please don't buy from Amazon,1
"It's been an year I am using this lg washing machine but I am disappointed sometimes it stopped working , sometimes after using the door of machine didn't opens up & then I have to wait for hours & unplug it.Its very disappointed from one of the brands like LG.",2
"Product getting on heavy noise coming,pls don't purchased this LG brand , I am very upset",2
It's a decent product for 22k. They offered exchange offer but rejected for vary small rusting on the leg. Delivery team asked to pay back the discount amount.,3
But where is the rat guard. I didnt get one. Nor to t is mentioned in the contents. Can anybody explain,3
"Although it is 7 kg, the drum is very small compared to other 7 kg brands in the market.",3
Good,3
Stand of the washing Machine was missing as per the installer,3
"Washing machine works good, cleans clothes properly and silently. But only issue I have is my old 6kg Siemens washing machine had more capacity than this 7kg machine. I bought this machine thinking of bigger capacity but turned out smaller.",3
"They never care about customer service and satisfaction.
I complained multiple times but they never responded or bother to respond.
Having so many issues with the machine
No return etc.
Worst service experience",1
"We had LG 6.5 kg similar type washing m/c and could clean larger loads however the new model takes 1/3 of load. The old machine was 10yrs earlier model. We just thought of upgrading but this looks like a downgrade.

Service by Amazon and the installation team were excellent. Just the product itself is not as expected. We like LG and were surprised by this miniaturization.",1
"Dont have sperate spin option, cant set option of steam to any wash.

No laundry wash,
Less wash functions.

Good service",3
"After 9 months of buying this product gave me worst experience of not working......that I was requested lg to make it work.....they collected my request and did nothing in return.....again I was requested for Amazon ""that they are not giving service to my product""..... Amazon service team also collected my complaint and literally 5 weeks completed nothing help I got from Amazon....... weekly once I am calling to Amazon they will tell like we will definitely help you by next week... don't trust guys.... service from Amazon and lg were not good as of my experience",1
Drum size is at smaller size.,3
"I have put the only single woolen bedsheet but it is not washed properly. After completion of the washing cycle I could see water in the drum. I have used both front and top load washing machines. My suggestion is, top load is the best.",2
"Exchange offer is a scam, they want to take it in scrap prize, the exchange offer was 1400 rs.
Old machine is working fine still withdrawn the offer and asked to pay 1400 extra. Intention is clear they want to take it in scrap price.. please don't fool customers, I am very much disappointed by this.",1
After finishing the washing Dore not opening properly,2
"Incorrect description mentioned on the specs, Steam function is only for baby care wash option , also the wash is not that great , also smart diagnostics is just is nothing but you have watch the online video to check the fault code there is nothing like machine is connect to your phone to diagnosis of the machine. yes the machine is silent which is good .",3
"washing machine is band to the bottom area
I don't like it",1
"So far the product is okay for the price. A couple of things I would like to address:
1) I didn't like about the machine is that it doesn't display the settings on the left side. It calculates only after the machine is turned on. So we will not know how long the wash program takes until it starts.
2) The machine sometimes stops in the middle of the program. or the timer stays the same for a good amount of time. After calling the serviceman, he said that it's due to the outlet hose which is not properly connected. So I will have to wait and find out it's because of that.",2
No one comming insulation washing machine,3
"Product is dead product. The demo engineer saying that he is only technician and cannot help with replacement created panic. There were two options. Either we could reach out to lg or we could reach out to amazon. This created more confusion. Inspection first and then product return later by Amazon created more displeasure. We exchanged our old washing machine so we got 1.8k return while buying this product. But at the time of exchange pickup the person said we should give him 900 because our old washing machine has rust. We have given him 900. But when we returned the product we got back the total minus exchange amount. So effectively we have paid 900 for amazon to takeaway our old washing machine. Complete loss of time, energy and money.",1
मशीन अच्छा सफाई करता है पर सुखाने टाइम आबाज जाड़ा कर रहा,2
Good Product Value for money,3
"While spinning, this machine is breaking hell. My neighbours have come to see why I am using drill at night. Normal Machine wash clothes....but LG machine wash clothes with dance and drill music. Not sure what it's celebrating....bt The way it's vibrating and sounding....it seems this machine is reproducing another machine and about to give birth another machine.

Update: came to know that machine was alright but the technician sent by LG service centre had no clue about how to install. He installed and operated the machine without taking out transit bolts which ultimately damaged machine.
LG service centre has worst attitude to address such issue.... first they send technician without any experience of installation and later they refused to facilitate return process.",1
"Very quiet. Delivers clean clothes. As experienced, 7 kgs dry weight of laundry cannot be handled by the machine. The spin rate of 1200rpm in the smallish drum not adequate to reduce the water content satisfactorily. Mention of steam in the program console is misleading.",3
"It was nice for first few days but as days going
it is making a lot of noise and vibration other than that it is nice.",3
"Requested for Return , no response from either Amazon or LG
Options are not clear for package return
Package delivered 8 days ago
LG technician also taken photographs and gone
Waiting for response",1
"The quality of the products is not good, I am surprised within five days the door was broken and the sensors were not working. Hardly we used it five times from the date if installation.",3
"I am purchased a lot products from Amazon, but the product quality is very poor. Not only one every of the products.
My honest review, one thing I absorbed in my shopping with Amazon is like buying a product from China.",1
Vibrations are heavy. Wash quality is not as expected.,3
"The installation engineer told us that these machines could go faulty even tomorrow (bought it yesterday) and that without the extended warranty in his backpack that cost 6k after a 32% discount it could cost us a lot of money

The filter that comes factory installed with this washing machine damages clothes after 3 weeks and he showed us a better filter for Rs. 600 that too he was carrying in his backpack

Every month you need to tub clean and only with the LG powder, also in his backpack, that was Rs. 1k. He was kind enough to inform us that if we use any other powder the tub will turn black

This guy was a godsend because thanks to him we decided to return this machine and warn everyone else against buying it",1
Good,3
"Writing review after 5 months of usage, u do continuously get different errors like DE, UE etc.., even door is closed well u get door error, can't expect a branded product did this to us.. first 2 months was good, but parallel my sis bought bosch, its performance was awesome then compare to this, even if you use ariel or surfxl liquid LG can't make clothes brighter especially white cloths, my baby boys cloths had a lot of dirt after wash also, service executives also don't had much knowledge, they can't answer your questions well, if it is bosch u had better wash programs with less timer than LG, better service and Better wash, so if anyone want to purchase this because of cost, plzz put 3k extra and buy Bosch.. Note there is no 15 minutes quick wash, even quick wash also takes 38 minutes in LG.. Temperature also 40° is highest, u need to drum clean every month if it is any other brands like bosch, ifb u can clean once in every 6 months..",1
Using since 6 months facing problem so as soon as possible please solve problem,1
"I was not aware that it would take 3 hours to wash cloths. The other only option is 30 mins which do not clean dirty cloths. If you are ""papa ki pari"" or very light person then only consider it. If you are from Haryana, UP, Punjab, Rajasthan and have a active spirit and want clean cloths. BUY ONLY TURBO WALA MODEL. This one is for ultra rich people who wear dresses for few hours and remains inside. Not for middle class people.",2
"Play Video
Amazon se kabhi koi electronic itne mat kharidna paise ke barbadi he...defected item bhej dete he or customer service no pe bhi acche se baat nhi karte...baar baar bolege hamara engineer aa ke thik kar dega...par hum kharab product ko repair kyu karaye...enka engineer bhi bhout convence karega repair karane ke liye...baar baar OTP mangega...ya to mujhe genuine product do warna refund doo plz...me defected item kyu use karu repair Kara ke....10 din ho gye he abhi tak kuch resolution nhi nikla aab dekho kitney mahine lagte he...last option consumer forum he bachta he...",1
"This machine destroyed my clothes. Water consumption for single wash is almost 300 litres. If the wash cycle gets interrupted, the machine takes a lot more time to finish the wash. I put the mode in 1:30 hrs and started the wash cycle. The machine stopped in the middle because the tank became empty. When I started it after filling the tank, it showed 4:30 hrs to complete the wash cycle. The LG technicians never found it to be a problem and they always said the machine is doing what it's supposed to do. I returned the item.",1
Washer is good. Washing quality is also satisfied. No complicated functions. Good for my mom as she don't know English though she can handle washer in just 2 days.,3
"Installation not done on time..
Need lots of follow ups",2
Too much noisy and dealer delivered used product not happy and aside Amazon please be careful otherwise you will lose your repo,3
No water indicator. Starting with out time indication.,2
"Bought this brand new washing machine but in just few days water started leaking from the front loader, this was reported and technician came and just cleaned the door and said it should be fine, but next day when we loaded the clothes it ran the full cycle and complete the washing timming ended in just few mins when tried to remove the clothes outside full of water is flowing out. Totally dissatisfied need a replacement.",1
Last minute exchange offer withdrawn despite no issues with old machine. Being asked to pay 2400 extra,1
Some parts missing 😕,1
"It vibrates very very badly , inspite of me trying to hold it and keeping it stable you can see VIBRATION LEVEL ON MY HAND.... YOU CANT KEEP ANYTHING NEARBY IT , AND YOU ALWAYS NEED TO HOLD IT DURING SPINS ... AS IN EVERY function there is drying part at end and during that it spins very very badly.",1
The product is damaged.,2
"Play Video
Front door not woking
Worst product",1
"Old one ,
Old one
Old one
Old one
Old one",1
"Worst machine. Doesnt even have full description. Woolen mode doesnt work with sweter, pants",3
"It's performance is good. Only concern, there is no steam wash Available as mentioned in features.",3
"Product is good. Installation man is very rude.
The inlet valve was working with existing tap yet he still said it is not working. I immediately went to get new tap came back in less than 10 mins. The guy went away saying he will come tomorrow.
Next day, he did not explain the functions properly and argue over everything if we ask any questions.",1
This makes more noise than my 6 kg … button selection was more simple than this digital,3
"Too much noise while spinning, rest all good..",2
"The washing machine is good but the tub is so small it can accommodate only around 5kg of clothes not 7kg as mentioned. Moreover I cannot return this product as Amazon doesn't allow it even though the product is not as per specifications.
So don't buy it on Amazon visit a showroom and see the product before buying it.",1
"The product is ok, but the service engineer is not good , didn't show all the details of the touch panel functions, if you are from howrah , West Bengal, contact service centre first before purchasing",2
Everything fine except door. It should be pushed hardly before starting the machine.,3
Product is working very well but service agent is not good,3
,1
"It has been just a month, since I have been using the same, I can comment after a year.",3
Product is good but white clothes are not proper cleaning,3
"Less features, Excessive Power & Time consumption. For kids child care program it took 210 mins. Less power cable, Inlet & Outlet water pipes. Totally disappointed with the product not as per Brand Name. when contacted the Amazon executive gives 2 answers viz., We don't have supervision or TEam lead or senior colleague or manager and later changes back the statement that he has as already contacted his lead. So much biased support. I am suggesting not go for for buying the same from Amazon instead you go directly to the showroom and buy it. Totally false and cheap support which I have not expected from Amazon. I can give minus 10 star's for the Amazon Support and product features.",1
"It's after a month, I am posting the review. The machine has all of a sudden become faulty and service center is so pathetic, they have been creating requests from 2 days and there is absolutely no follow up. Hence Do Not buy this machine. Go for some other brand like Bosch, or ifb.",1
Overall the product is bad,3
The guy who come for demo do not know about that model .And also the drain cover was broken .,3
I bought before 2 months. It is not starting as you can see in video. Quality of product zero. Such waste LG company. I force everyone to not buy any LG products,1
"Play Video
I've been using this machine for 2 weeks now. Delhivery came from my nearby area, came next day. I've got open box inspection and machine was in good condition. Basically this machine is just like other washing machines, nothing as such special in it. You get 3 modes, strong, normal, gentle; which just change machine runtime vs pause time. I found some pros and cons listed below :

Cons:
1) Lint filters are useless until machine is full till neck, you can see attached video. And this is the biggest drawback in this machine.
2) 'Wind dry technology', 'roller jet' etc are just useless marketing gimmicks
3) Buzzer plays for about 15 seconds & No option to turn off the buzzer. So you can't wash if someone is sleeping. I personally don't like buzzer sounds.
4) Lead & inlet hose is small. This machine has small lead, you will have to move machine near electric board. But it also has small inlet pipe, so you will have to move it near to tap as well. Solution is; either you extend lead or extend hose. I've extended both.
5) Tyres move only in one axis can not freely move machine. This is not a problem for me as I keep machine fixed.
6) Buttons are not waterproof, and filmsy
7) Only 5yrs warranty on motor
8) No mention if motors are copper or not
9) Sharp edges on covers. I got hurt twice (you can see in attached pictures)

Pros:
1) Autorestrart after power restore is a good feature for busy people
2) Average noise (this is neither a pro, nor a con)
3) Good size for 8KG
4) Can wash clothes decently (but lints are stuck to clothes as lint filter is useless)

Overall this is just a machine, you can buy this or any other, it does not make any difference. Delivery was good, 5 star for delivery.

Edit after 6 month usage: Reduced rating to 1 star. The machine is so flimsy and built with poor material. All buttons got loose, machine started to shake, and as said earlier Lint filer is useless, you see lint all over your clothes after the wash. Not at all recommended.",1
Product has a small damage when delivered,3
Very sad with its dryer performance as I have to set wet clothes in dryer no of times Then only dryer run/works once...😥,2
Low quality plastic used . Lint filter is not the same what they show in advertisement. It is normal older one. They lie and advertise,3
Leaking water from the machine from day 1. The number provided of the manufacturer is invalid and nobody is least bothered to connect with me on this concern. Worst service by amazon. I have been redirected to a recorded call every time I try to connect to amazon customer service. Worst service. do not buy products from third party.,1
Issue with spin,2
Model is good but Some buttons are loose used just one month,3
My machine is automatically off during running... And while time of replacement my machine is totally different when I bought selected,1
"Bahot awaaz kar rahi ye machine vibration ki awaaz loud hai ..
Aur replacement bola 3 August 2024 ka pick up hua product but same day delivery nahi hua ..",1
"Useless, waste, cheap quality, it takes too much time to wash. Does not deserve the money i spent.",1
"I'm satisfied,very happy, after 6 manth comments, good selar,fast delivery thanks selar,,!",2
घटिया प्रॉडक्ट डिलीवर कर दिया अमेजन की सर्विस बहुत ही खटिया है,1
"Low quality prodect,45 days complaint spin motor",1
"The product delivery had clearly mentioned that a call wil be made half an hour before the delivery.

I was at my office when the delivery personnel dropped the package at home.

There was a product for exchange, and confusion was created that the old machine is not working. While it was.

In the whole process the delivery personnel took the difference amount through upi transaction and also the old washing machine.

So in short visit your neighborhood store, clear the doubts face to face and buy",1
"its been a month of purchasing this machine,and mean while its air drum is not working. And service is not reachable 🙃🙃",1
I like very much and i need too. but you do not send me type 3. Number one filter you did not send me. For taxi fair also i need to spend again and again,3
Drain hose and inlet hose missing,1
The product is bad. After received item no one came to verify or install. Item dryer part is not working.many more other complain also. 2 person delivery this and they told someone will come to verify but not one came .. Item received on last Tuesday.. till same issues ..we are not able to use,1
,1
Quality Not Good This Product Back Side Crack,1
Item was good but in feature discription item weight shown 33 kg but is not 33kg lg washing machine total weight is 27 kg only on machine back side shown please confirm to company and then add correct item weight,2
Ok but not good,3
"Play Video
Was broken from back",1
"Was a shocked to see the product, does not have lint collector as described in the specification, it seems to be old model lint bags

so I placed the order for returning this product",1
Within 3 months of buying this machine. The spinner is damaged. It woobles and makes really loud noise. Upon checking by customer care executive and applying half bottle of oil and setting back the spinner drum to it's place.he states that it's normal which does not by any mean looks normal. I very irregularly use and never overloaded the machine yet it could survive for just 3 months.,1
Wire and pipes are too short,2
Received Damaged product,1
,1
"Noisy and vibration from the panel covers. Before I used panasonic, comparing to that LG is not that much good quality build product.",3
"I used the machine a couple of weeks after purchasing since it was the festive season, but soon i realized the capacity was not 8.5 kg. my old samsung washing machine which was a semi automatic unit, had a better build and the tub had more capacity than LG one. The lint filter in this one is useless, and though has 8.5 kgs written on it, i doubt that the capacity is not more than 6 kgs.",1
"SPIN Time is only 5 minutes , but photograph shows 10 minutes , please do not cheat customers like this.",3
its easy to use i like everything all buzer timing draing drying all are good nice product,3
"The product box was completely wet and damaged while delivering, to another shock the Spinning tub of machine was not working. We have to call the LG People after complaints. The voice of machine is high, not recommend this product.",1
Didn't receive detergent powder with washing machine as mentioned in product details,3
"Anti Rat cover missing, we need other model with 2 lint filter and water level adjuster with up and down features.",3
Overall machine is good only,3
"this machine has too much sound, it run like a truck or tractor, it's not sound proof or less sound product.",3
"Received today, but it is not in working, tried a lot only spin is working
Wash button is not working, worst product",1
Bill and warranty card is not received,2
Behind of machine pipe clamping is not in proper position to hold pipe water incoming four points given by manufacturer but two ok one less from normal end one is closed dirt clactor cloth near about tear already,3
No rat cover ...no magic lint collector as shown in picture...simple net lint,3
Inside net is not in proper size..,3
Be aware of this power chord length is too smaller than other washing machines. You cannot use this if your socket board is not closer to washing machine. But the performance of machine is good. Giving 2 star because of not ease to use. Need some electrician support if your board is not close. Even you cannot use extension box because it is not safe when we are using water.,2
Average,3
Very nice,3
ஏலிஎதிர்ப்புஉறைஇல்லை.(RatAwayMissing)டெலிவரிசெய்தநபர்க்கும்அதுதெரியும்.என்னசெய்ய?,3
Rat cuts the machine parts from the base where drier ia present disappointed LG company has even not send demo executive since 1 month. Also it is being mentioned that it ia first anti-rat washing machine.,3
No lint collector as shown in image and no collar scruber in machine,2
Build quality is unbelievably bad. Jet Dry side cover and stopper Broken just after 1 month of use only.,2
I have received this product on 11 July and now dryer is not working. When I am raising request for replacement Amazon says it will be repaired. As per policy item should be replaced. What’s is the use of purchasing new products from Amazon and get it repaired.,1
Sum part missing,3
Ok products,3
Excellent,3
,3
Derergent powder missing,3
"The drain pipe started leaking from day one, after the company technician visit, the washer stopped rotating. No support from Amazon, even within 15 days of purchase. Worst product, stopped working within 15 days. Initially there was water leakage from the drain pipe, however after the same was checked by the company technician, the machine stopped rotating.",1
,3
Return pickup your headace not Amazon resonsibility.,1
Nice 👍,3
"I purchase this product 1 year ago no one is is comming to check it is in warrenty as of now.

Bad service",1
No good item,1
"Play Video
Product is good but parts not fitted properly and it would be safe house for rats.",1
Do not provide defect product,1
"when i open the box and check every thing, I saw that Arial detergent powder is missing or stolen by delivery agent ? I am totally disappointed please send me my Arial detergent Powder fast !!! Overall product is good !!",1
Not happy with build quality ......otherwise it's very ordinary machine ....,2
Size is small compare to 6kg machine .customer seevice is not good at all,1
Product is ok but packaging is not good,1
"Its dryer is not working and i want to replace/ Repaired, how to possible please suggest me.",1
Sapce 8 kg mention on washing Machine but space is less than compared to Videocon 8kg washing machine,1
"Size of machine is exactly like 7 kg washing machine with same rpm, so why we waste extra money.
No change in 7 kg & 8kg. It's only fraud with name of 8kg.",1
"Play Video
Too much noise coming from washing moter when it stating",1
Don't buy this product making loud noice while washing,1
internal item broken recieved,1
Detergent packet missing in box,1
,1
Thik he but not solid,1
High Extra sound product and slow round for washing and drying issues plzz refund,1
"Explain person not
come in the demo",1
LG की मशीन में एक बड़ी समस्या देखने को मिली है जो कि उसके गेअर बॉक्स से संबंधित है एलजी ने अपनी 6KG छोटी मशीन में भी वही गेअर बॉक्स लगाया है और 8 केजी के मशीन में भी वही सेम बाक्स लगा दिया जिसकी वजह से वह गेअर जल्दी-जल्दी टूट जाता है एलजी को इस समस्या को सुलझाना चाहिए,3
Machine is good but makes loud noise while operating. Every other day my neighbour complains about noise of machine. Buzzer sound is so loud that can be heard from 5th floor we stay at 9th floor. Now u imagine how loud the noise is.,3
Very bad,1
No worth,1
Play Video,1
Too much of noice and sund and vibrating,1
Lg7. 5kg,1
6 mahine 7 baar pro aayi uske baad bhi pro ka solution nhi mil paya don’t buy product lg.. .,1
"Received defective product, dryer was not working. Raised replacement request.",1
Found damage item. Spin lid is not closing properly.,1
Not up to the mark..,1
Machine is good but same old model. No innovations. As per the price more functions should be included. Anyway motor is best,3
"Commited-1 Washing Machine, 1 Anti Rat cover, 1 Owner's manual, 1 Service Manual, 1 OT Hose, 1 Drain Hose,1 QRG,1 Detergent Powder(200gm Packet)

Not Received-1 Anti Rat cover & 1 Detergent Powder(200gm Packet)

Is there any manipulation or tempering ?",3
"We purchased this machine, this design has flaws like the wheels are not moving in all directions it's really difficult to move this machine.
The drain pipe is behind the machine which itself takes space, because of pipe it's not possible to place is just near the wall, there has to be space of one foot from wall to machine. Also pipe hanger is in the middle of machine rather than on top which is ridiculous.

Last the wire is barely 1 Meter which makes the usage of extension chord mandatory.",2
The machine was leaking from the base whenever i washed clothes from day 1 and when i asked for replacement they insisted me to get it checked by LG technician who didn't showup and they made me to return though i wanted a replacement.,1
Product's parts missing and it's drainage system not working properly and nobody has come to install it after delivery so i am not satisfied with this product,1
Not good service by Amazon Courier Partner. His service is Pathetic and worst. I don't like it. Give us good service,1
Technical assistance was there and still pending to use that's I am not use till date product is good hence pls. Arrange vist,1
,1
It's button not working properly so I refuse delivery amozon seller not checked items it's up to the mark or not very disappointing.,1
This gives very loud noise while running. I have Onida semi automatic washing machine which doesn't have this noise problem. I want to return it.,1
My machine is power on and physically not damaged but delivery guys refused to give the machine because spinner is not working. It's strange if machine is in working condition then why would I purchase the new washing machine. Second I book delivery slot for 7am to 9am but it came at 4pm,1
Dryer is so small.,1
"First Impressions on the Product.
The size is ideal for a small family or a couple. Spinner size is really small and i expected that. Not an issue, but will be a hassle to handle large size comforters (if you use those).
Base is solid with NO WHEELS, just so you know.
I give 2/5 for accessories - the inlet pipe and the drain pipe appear to be of poor quality and i am guessing these are not covered under 2 year comprehensive warranty.
One would have a higher expectation of a noted Korean brand, bet they don't sell such poor quality accessories back home in Korea.
Amazon Service was flawless with timely delivery, open box verification of product.",3
Model was received in ok condition. Everything is fine in this machine except the dryer section which accomodates only 2-3 clothes to be properly dried. If you fill the section with more clothes it will not dry any clothes at the end of spin. Apart from this while drying sound is too abnormal in the machine. I have asked for the return of this machine.,3
"LOT OF MOTOR SOUND, VERY SHORT WATER OUTLET PIPE AND PLUG WIRE. SMALL DRY TUB.. NOT AT PAR FOR 6KG WASH TUB. MY PREVIOUS VIDEOCON 6KG WASHING MACHINE WAS FAR MUCH BETTER EVEN AFTER 10 YEARS.",3
Don't buy products from amazon,1
It look good the colour is beautiful. The wash tub is great for a small family but the size of the dryer is very small. For 6 kg it is way too small. The older models were larger. The size of this machine is so small I was surprised I am so disappointed. Its good machine for a bachelor or single people.,2
Pasand h,3
"I wants to replace this washing machine as defective, also inspection mechanic tell me that he will ask company to replace it , but till date no replacement,",1
Sleek and nice,3
waste product ever . water leakage and not responding customer service,1
"Play Video
Defective pic change this item",1
". I was using a 700 RPM fully Automatic washing machine for the last 6 years but decided to buy this LG semi Auto for its 1300 RPM. Bought it, used it and found that the clothes still retain the same level of dampness as the 700 RPM machine. Very disappointed with the spin dryer.",3
"Play Video
Normal range but sound heavy so satisfying ☺️☺️",3
The inlet and outlet hose pipe are extremely short in length and these lengths should be increased to a considerable extent say 2 metres minimum to 3 metres or so. I have complained to Amazon through mail and also talked to executive but no fruitful result came. The executive who spoke to me is very rude and disconnects the call. Why such employees be allowed to continue. They can be very well be terminiated from job and sent home.,3
Good,3
Not a best product,1
Damaged item delivered open box inspection helped us to return the item at the same time,1
Wash cover are break not any solution and not any replacement and refundable,3
"Wash timer is not working properly, sometimes it stucks",3
Good product,3
Lg jhoot bol Rahi he ki rat support he koi rat support nahi cuhe kha rahe aur lg service ke paise maang Rahi customer ko bevkoof bana Rahi he company Amazon aur lg customer ke saath frud kar Rahi he services ke 5500 rupees liye he under 9 month,1
Nice product. but wheel given are of no use,3
"Only After 2 months water leaking started
Dryer does work well",2
Defective peace,1
8 अगस्त 2022 को जब मेरी मशीन डिलीवरी हुई तो उसके टैंक में पानी की बूंदे और गीला हो रखा था. और मशीन आवाज भी बहुत तेज कर रही है और कपड़े सुखाने वाली मशीन काम नहीं कर रही है ( प्रॉब्लम सॉल्व होती है तो ठीक है अदर वाइज ऑनलाइन अमेजॉन से भरोसा उठ जाएगा),1
I got this machine with defective wash timer once i complain the technician didn't fix it saying unit is ok and there was no replacement for this unit due to which i stll using defective unit.,1
"I received faulty item, water coming back side of outlet holes instead of outlets.",1
"I want to replace this products parts are broken, yet we haven’t use is but in washing pet they are wet also",1
"Product is unbalanced very hard to use , totally incompatible and it creates many problems",1
"product is good but amazon service is wrost...not deliver on time.
lots of excuses on amazon customer support",1
I have received broken washing machine,1
Better to purchase offline as amazon tend to hike rates during sale and thereafter decrease it. So hypocrisy of amazon,1
nahi thik hai,1
Price is Reasonable but packing is worst.,1
Waste item,1
,1
Machine is not working proper. body is not good and Not use full product. Lg product worst and Waste of money,1
"This washing machine motor is made of aluminum Wash Motor and Spin Motors both have Half efficiency besides copper compared in robust performance. Copper can carry almost twice the current capacity of aluminum, which makes them slightly smaller in size than aluminum wound Motors, and has the better long-life capability and load-carrying transmission of washing clothes. The One Kg washing machine has to use 69 Watt Copper motor and for 11.0 Kg machine, it needs 760 Watt motor of copper to wash 11.0-kilogram dry clothes. While here LG Company gives 410 Watt only Aluminium Motor of Washer. The clothes Dryer is also of Plastic which is broken after getting hard over usage time years which is also not good for the long Run years at home. Besides they may give a light Stainless Steel washer if they wanted to give in the dryer side. The dryer used 360 Watt motor which is very low in it but the motor again here is an Aluminium motor and the dryer can only dry 8 Kg weight clothes in it. The Body is full of plastic and with time passage it cracked on long usage. So the dear company for any washing including LG Company is fooling around in INDIA for this as consumers do not know deep down knowledge in INDIA of this. The outer Plastic material if broken or torn down has no warranty of one single day from the Date of Purchase of the invoice of the washing machine. The Rotation Per Minute of the Wash motor and how much it revolves clockwise and anti-clockwise are also not mentioned in the Wash motor specifications which knowingly hides so that customers do not know how much time it turned in one minute time. The warranty is 2 years after that if the motor stopped then the Service charges Rs 700 to give to get the motor changed freely in 5 years.
++ One request to all consumers and buyers read the wattage in the back of the washing machine and booklet that what motor of the washer and dryer you getting individually in each motor. ++",2
Dislike. Because first timely product received but . But installations service was very bad condition. There is lot of problems . He is coming then he told your mob app download them explain to me . He doesn’t check working conditions. 50000/- money worthless. Plz request doesn’t waste money like this product. I am not happy like this lg installation services . Free services . I am see the YouTube then installed.,1
Dryer run for 3 hours and always trips the power,3
"1- The machine is v expensive vs what it offeres
2- Dryer option damages the clothes in a way that it is very hard to iron again, specially cotton clothes
3- when choosing the iron option, clothes come out wet
4- it takes about 3 to 4 hours to dry, drying naturally is faster
5- control by wifi is of no use as there you have to turn it on every time from the machine
6- the machine vibrates extreamly while spinning, it has come close to falling down multiple times",2
"I had received the product six days back, but till date no installation done. Tried to call up LG service team, but they don't care for the customer",1
"Mirror scratches on front door , please check while receiving. Because I noticed after two days.",2
"Play Video
The noise during spinning time is very high",1
Product arrived on time but the installation service was never done called many time buy no one came finally I hade to install it myself after waiting for 4 days,2
"Not working after 5 months, its been 40 days LG service team not able to fix it",1
"Few days back one of my friend bought this at just 39K, but for me it is 45K. This is exactly online marketing gambling.",1
"Vibrates very much. Moves around. Not stable.
The capacity which is shown isn’t the right one. One bed sheet and it’s too heavy.
Wouldn’t recommend to anyone.",1
The washing machine delivered is defective and the model was we are informed. Is extremely poor and has not been a success at all. Don't buy this model.,1
Took 3 hours time for the Dryer to work but didn’t even dry the clothes even remotely nicely.,1
The product dinr t wrk...,1
Dont want to buy anything from LG and i wont recommend to anyone as well. Please no to LG there customer support is so horrible.,1
"Play Video
Not working properly. Sensor problem. I would like to replace the LG washing machine.",1
"If we ask for return , it's not accepting.
It not a customer friendly,bi will not use Amazon again.",1
Don't buy LG washing machine... Very bad experience and customer care services not supportive.within warranty many item's complaint and taken service charges but no resolution,1
After sales service is pathetic with no interest and outsourced service technicians who are incompetent and inexperienced. Would not recommend any product from LG,1
,1
This is very poor product Amazon says we get to the return I’m still waiting for response but not received any response I am very disappointed with Amazon and delar,1
Defective piece delivered. And replacement is a hassle .Noise coming out from drum in the new piece,1
"It has been 15 days since I bought this model. If we select the program and set the temperature to 60 degrees, the whole body of the machine gets hot.
Also the sound of the motor is too loud.. If you call the customer care no response even after 4 days no one comes to the service.. Do not buy LG brands. worst service",1
"Play Video
SOUND LIKE 2kw Diesel Generator Sound TOO MUCH SOUND - Don't buy LG fhp1410Z7P/2022 front load 10 kg washing machine, waste product, I have bought this product on 5 july 2023, this wash one year old manufactured product from Nellore LG Showroom (SS DIGITAL) near fathekhanpet, Amani Gardens, From Day one I am asking about the sound .... it's too noise and the sound like 2kw Diesel Generator Sound, they answering.. that is quiet common in all washing machines .... is it correct? I didn't know about washing machines .... this is the first washing machine ... not satisfied, DON'T BUY LG WASHING MACHINES",1
"Not very much happy, stain remains even at 30% capacity using. Makes enormous noise like a old model generator. MCV dropped at duvet wash program. At cotton wash program it took 3 hrs for wash and when I opened it after 4 hrs my clothes water was not spinned off. I had to spin it again. And i bought it jst 1week ago.

Really a bad product.

Very disappointed from LG. I am using l.g washing machine since 20 years bt this was product is awful.",1
Nice,3
"Lg 8kg Wi-Fi frunt lodge washing machine very very bad, frunt glass automatic break after one month, glass quality is poor, dear friends please purchase another brands & another side
Overall my feedback -1",1
Water are leaking in washing machine down side I request so many times solve this issue but no one is responding,1
I recieved a damaged machine with a dent. Disappointed,1
It’s automatic machine and its spin does not dry clothes properly.they remains wet even an infant’s clothes it can’t fully dry.its like you squeezed water by hands.what kind of dryer is this. I want to give zero star if purpose is not solving then why we purchase this automatic machine .semiautomatic machines are far better.,1
