,모델명,날짜,별점,제목,본문
813,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 13 July 2024,3.0 out of 5 stars,Picture,Picture quality not upto the mark. Little upset
814,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 3 July 2024,3.0 out of 5 stars,Not good,Very cheap picture quality of this segment don't buy
815,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 2 July 2024,3.0 out of 5 stars,Low audio voice,Got low audio voice
816,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 19 June 2024,3.0 out of 5 stars,"TV is good,.but remote is not as expected","TV picture is good, sound is good.But responds.slow and remote is not with good quality"
817,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 6 June 2024,3.0 out of 5 stars,Remote is very bad,I like TV but remote is very cheap. It does not have voice assistant button . It have built in Alexa but there is no voice assistant button in remote.
818,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 5 May 2024,3.0 out of 5 stars,Not a great purchase.,"While the picture quality and sound is great.
Lg's insistence on webOS is significantly disappointing.

Their store does not have a good selection of apps. Sideloading Android apps isnt possible and webOS UX leaves a lot to be desired.

Basically this limits what your tv is capable of today with Google or Apple Tv. This forces users to add on an additional device to compensate for the lack of features which is force limited by webOS and its ridiculous limited development roadmap.

Please improve this LG."
819,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 23 October 2023,3.0 out of 5 stars,product good for amazon delivery is worst,"amazon delivered this item within the mentioned timeline but they did not inform the installation person about the installation.

After delivery we waited 48 hrs for installation and no one contacted us. After 48 hrs I called LG services and booked installation but after 4-5 times contacted to LG by call and WhatsApp and after 48 hrs (totally after 5 days) only person was contacted for installation. Amanon did not mention this installation process while checking in flipkart same product they have mentioned this information clearly.

During these service center contacts, they had one person's number to contact but that person said I was not covering that area and asked me to contact another one person. Still, that second person never answered the call even calling more than 10 times.

The only good thing is after getting communication from that installation person he completed that entire process within one hour with politeness and needness. for him only this 3 star otherwise zero star only.

Worst service experience ever, recently purchased a Samsung TV and they contacted me and did installation within a single day very satisfying. This issue should be due to the amazon not due to LG. They should inform the LG service team about this process seems amazon not did this if i am not wrong.

Anyway i prepare Flipkart only for all the major purchases like mobile, laptops so many things but very first time went to amazon but very bad experience"
820,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 14 June 2024,3.0 out of 5 stars,Good,Good
821,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 18 April 2024,3.0 out of 5 stars,Display and sound,"I am writing this review after 2 days of usage. LED Display is not much good, and sound also not good. If you are looking for a TV for brand and budget take OLED. Deducted 1 star for. They need to provide more better speakers and display. I purchased this tv 28k after discount on credit card including charges. Better to go another product."
822,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 27 July 2024,2.0 out of 5 stars,Bina magic remote ke mat lo,"Bhai prime day me 25000 ka liya hai, saste ke chakkar me magic remote wala nahi liya aur ab bahot pachta raha hu, Bina voice remote ke smart tv bekar hai, picture quality to normal hi lagi, panel shayad va aa gaya hai aur dark scenes ko aur jyada dark dikha Raha hai, awaj theek hi hai par movies me action ka sound jyada aata hai aur characters ka bahot kam, app jo pre installed hai bas wo hi dekho , iske lg store me faltu ke app hai kaam ka koi nahi, upar se saala wifi auto sign nahi ho raha , har baar connect Karo phir password dalo, bhai meri mano to isko rehn do, lg samsung ka tab hi Lena jab 60-70 hajar ho , in base variant me kuch nahi rakha, Android TV lo apne budget ke hisab se , ja Raha hu kal isme d2h lagwane."
823,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 22 August 2024,2.0 out of 5 stars,Product is good but no installation provided yet,"Product is good at that price. Delivery was timely. However no installation was provided at the time of delivery as promised or even 5 days after the delivery. Contacted Amazon support several times but was of no use,they could not help about it. We had to get it installed locally."
824,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 13 May 2024,3.0 out of 5 stars,Remote is not good,Tv is good remote access is slow go for Magik remote
825,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 26 April 2024,3.0 out of 5 stars,Universal configuratiin settings settop box options,"While selecting settop box provider list screen not showing ""view all"" options only default provider names are listed like airtel den tv hathway. So user unable to see view all options enabled for LG AI TV"
826,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 20 August 2024,2.0 out of 5 stars,Web OS is Very Slow,"Web OS is very very slow . Unable to launch apps quickly. Taking more time to launch it. Even it is for Hotstar, Zee5, other etc. Am not happy with LG Web OS TVs"
827,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 4 August 2024,2.0 out of 5 stars,Whitish color on all channels,"Not as good as I expect from LG. There is a whitish color on all content and no settings can change it. This is my secondary Tv and I am very disappointed in this product. Look for other lg products, this one is a miss"
828,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 24 March 2024,3.0 out of 5 stars,"Great display, mediocre sound.","The display is great. Full marks to LG there. However, the sound is just mediocre. This is my 2nd LG 43"" & must say that my previous one's audio is just great. Clean crisp & melodic. This one is just the opposite. The soundstage is not clean. The audio has too much of distortion. The mids are not clean. Too much overpowering lows creating distortion for the highs.
Bluetooth is patchy: signal intermittently drops even within 10m LoS range.
AI sound mode makes it worse.
I regret buying this because of the sound."
829,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 10 November 2023,3.0 out of 5 stars,"Good hardware, not so good software","I'll start with the good parts. Panel is bright, picture quality is great(clear), audio is perfect for us. We have a 14'x14' room and we have to keep the brightness at 60% else it gets too bright. Vibrant mode is tooo vibrant. We use the standard/film mode so that colors look natural. Audio is loud enough for us. We usually use about 30% for reality shows. I love the clear voice mode which reduces background sound and clarifies dialogues.

Now the software. It sucks. Does not support discovery+ even though previous year model (UQ series) did. Apps have bugs and I guess they prioritize fixing them for android over webOS since it has more users. All reviewers online show how snappy the os is and how fast it loads. But what they don't show is how much the apps lag in animations. I have a firetv stick to compare webOS against."
830,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 21 July 2024,2.0 out of 5 stars,Don't buy this model,"Better than non brand tv but you can't get better what you expect from Brand like LG.

I always trying to to suggest lg but lg send technician with zero knowledge person."
831,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 28 July 2024,2.0 out of 5 stars,It’s not what it seems,"The panel it has it a huge disappointment. The promise of 4K is mislead by a lot of youtube reviewers so beware.
OS is awfully slow. Remote’s quality is cheap. The blacks are grey."
832,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 4 August 2024,2.0 out of 5 stars,Picture Quality,Picture clarity not so good
833,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 3 March 2024,3.0 out of 5 stars,Slow functionality,"Tv is good in terms of display quality and video resolution, however it is very slow in operation , switching in apps using remote function there is a lot of latency in performing remote operations, didn't like webos. Samsung tizen is way far better than webos."
834,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 29 July 2024,2.0 out of 5 stars,Panel defect,Manufacturing defect found and LG doesn't replace TV. Only repair service given for panel defect. Big line coming from right corner
835,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 15 August 2024,1.0 out of 5 stars,TV Display stopped working within 1 month of purchase,"Worst post selling service ever.
Within just one month of purchase the display stopped working.
When we posted a complaint to LG customer care. They are saying that the display is damaged even though this is not the case. There is no sign of damage over the body.
Service guys are claiming that it got damaged from inside. But when we discussed with other TV guys, they ensured that when the display gets bad it shows the same sign. And now they are asking for 27k for repair even when the television is in warranty.

This is a scam which is being run as a post service. I will add the same post on twitter."
836,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 20 October 2023,3.0 out of 5 stars,Nice TV experience at the budget price,"Trusted LG product , so went blindly for buying online...has pros and cons
Pros:
1.budget 4k TV at affordable price
2.good visuals especially hdr content and watching cricket is awesome
3.decent sound output
4.movable TV wall mount for adjusting the viewing angle
5.IPS panel with good blacks and colour optimisation by the processor
6.Excellent service response and installation by LG

Cons:
1.Build quality not upto the mark.. panel gaps between PANEL and bezels are evident
2.WEB OS, though said to be improved, but not impressive and not user friendly as Android OS
3.Glitches while using the interface as it is not that fluidic and was somewhat irritating
4.1.5gb ram 16gb is not enough considering the competition
5.Tv takes much time to switch on and display
6.could have given magic remote."
837,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 22 December 2023,3.0 out of 5 stars,Disappointed with LG,"I bought it because of the brand name and feeling really disappointed.
1. Moto TV has better picture quality than this model
2. It is latest TV Gen by LG but still runs laggy.
3. It lags 2 to 3 seconds everytime while operating, sometimes feels like remote is not working but remote is okay actually software is not working well.
4. Really need a good software update."
838,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 23 August 2024,1.0 out of 5 stars,"Wi-Fi connection issue,dead OS ,app crashes","Writing this review after using it for 9months
Wi-Fi connection issue, frequent app crash, and why in earth LG is using web OS
though these error occur only 2 out of 10 times but it shouldn’t occur even once in premium product like LG
The world is using Android in its Tv god knows why LG is stuck with web OS
Picture quality is good
But what is point of having good picture quality if you are frustrated with frequent app crash and connection blunder"
839,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 3 April 2024,3.0 out of 5 stars,Sound,Sound quality is very bed
840,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 13 March 2024,3.0 out of 5 stars,This Product is Average,"Video & Audio quality is the very good but web os processor, it is too slow and laggy."
841,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 11 August 2024,1.0 out of 5 stars,Crooks,"Slow software, lag in response time, buggy network and bluetooth connections and a really sad and poorly designed out-of-the-box remote and fraudulent advertisement that wall mount is complimentary- don't fall for this . somewhere hidden in the statement below is the fact that wall mount is chargeable . Pay a bit more and buy any of the other brands . Regret buying this"
842,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 23 October 2023,2.0 out of 5 stars,TV with great picture quality but very bad (low) sound quality,"A TV only has two main functions.

1/ Display - which this TV handles very very impressively. The display is one of the best in the market in this segment (hands down to this)

2/ Sound - although the sound is clear and crispy, I do not know why nobody has ever mentioned the fact the TV volume is way too low. I have to put my TV in 75-80% volume to even hear what is being played.

I could find only 1 review that says this point.

Please be careful when you are buying this TV. If u have a external speaker then this would be the best TV to get.
if not, THE TV VOLUME IS WAY TOOOOOO LOW TO HEAR. CONSIDER PUTTING YOUR TV VOLUME TO 75-85 TO EVEN HEAR IT PROPERLY.

I am telling this because I already have as a same TV of 2022 model - 43UQ7500 and the sound quality and loudness is just awesome. You don't even need a external speaker but this TV is failing in this area.

I HAVE RETUNED THIS TV TO GET THE OLDER MODEL. (except for the bezel older model is a great overall experience. Bezel and TV thickness won't matter much after sometime)

Display - 5/5
Sound quality - 4/5
Sound loudness - 1/5
Overall - 2.5/5"
843,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 28 July 2024,1.0 out of 5 stars,Worst installation experience (from Amazon and LG),"I want to give negative review because of installation. Its been 10 days since I ordered the product, but i didnt get installation. I have been calling to Amazon for installation, they are providing two contact numbers for LG service center, but these numbers are not working and amazon people also raised complaint more than 6 times till now, however I didnt get any resolution till now and atleast i have n’t received contact details for any service person till now. I have been wasting my time for 2-4 hours for calling amazon and finding LG service center contact details. Finally Indecided and I urged Amazon to take their product and give my refund but they are refusing even for this. This is the worst experience I ever faced from amazon and even from such great brand LG."
844,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 17 August 2024,1.0 out of 5 stars,Does not power On,"During installation by LG technician the TV did not come On for a long time. The Power On LED sometimes blinked. Then by chance it came on, and it worked. But later, the On indicator also does not come on. Now, waiting for senior technician to come and check it. Will return if it still does not work. Does not Look Good!!"
845,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 12 May 2024,2.0 out of 5 stars,Poor Quality Check,"All the TVs being sold by the seller named Dawntech have issues with quality check, prefer buying one from a physical store nearby. Mine clearly has banding effect and even the Manufacturer LG does not take it seriously, they say if you don't want banding you need to buy an OLED, OLEDs of subpar quality have even worse banding issues.
Thoroughly test a tv in a physical store before buying."
846,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 12 May 2024,2.0 out of 5 stars,"Refunded , not happy with performance","Picture quality is good, is performace is not great, even settings take time to open ,get to see a lot of progress bar if opening advanced settings .
Tru motions is not gud , not happy with va panel , i already have 32 inch smart TV with IPS panel purchased in 2015, works much better that this one ."
847,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 12 August 2024,1.0 out of 5 stars,DO NOT BUY,"This TV is like an old rusty slow desktop with a 100 years outdated software.
The remote is old fashioned with 20 odd buttons half of which you will never use. The TV hangs, is slow and doesn’t catch network easily. There are many models available that are much better"
848,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 30 January 2024,3.0 out of 5 stars,"Voice assistant is not working as Amazon fire stick, it's totally no use.","Voice assistant is not working as Amazon fire stick, it's totally no use.

Other features are nice."
849,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 2 August 2024,1.0 out of 5 stars,Not Happy with the policy and Product,"Just bought TV 55 inch and I think I got VA panel. On top of that LG installation person told me that I would have got 3 years of warranty if I had waited for few more days till August. Just got 1 year warranty. Also even after doing many changes in colour setting display is not that good. My Benq monitor has much better display and color in default settings. Really disappointed to purchase this TV. Should have gone for Sony 43 inch instead.
Even for installation I had to call 3-4 times. I will sell TV for sure in near future."
850,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 4 August 2024,1.0 out of 5 stars,"Thw worst installation service, rude installer and suspect unit - do not buy!","Right now I am trying to return the unit without any sort of replacement.
On the unit: the remote was very slow to operate, two of the programs showed weird design patterns after 4-5 minutes of viewing. The installer walked away without explaining the remote (which is really complicated with myriads of buttons). Whenever a wrong button was pressed, I was asked a lot of questions which I could not understand and the TV went into a mode from which only power off was a recovery. The installer refused to return/explain and asked me to complain to LG - worst insult ever."
851,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 9 January 2024,3.0 out of 5 stars,Not so good,Not taking wifi 5g band. Also colorous are very bright. Just like third class tv. Not up to LG reputation I heard. Cannot connect to sound box. Useless tv.
852,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 26 July 2024,1.0 out of 5 stars,TV is great but the exchange experience was horrible,"The TV itself is great. Great picture and sound. Bang for buck.

However I ordered it with exchange and it was not a good experience. First they agreed to take the old TV and then installed the new tv. Post that they threatened me that if I don't pay up they will take away the new tv. They strong armed me into cash payment. Avoid exchange on Amazon."
853,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 7 November 2023,3.0 out of 5 stars,Very poor hdr performance,"Sdr performance is excellent but just play any 4k hdr content on netflix and you will be disappointed. The dark scenes are impossible to watch its too dark.. panel is too dim to play hdr .
Speakers are also average.. so apps like hotstar sony liv are very laggy"
854,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 21 August 2024,1.0 out of 5 stars,Worst service by Amazon for replacement,I recieved defective product. As per 10 days replacement policy I requested Amazon but they failed to replacement and forced me for refund the amount. Worst service by Amazon
855,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 19 August 2024,1.0 out of 5 stars,Worst experience by lg defective in few months,"Play Video
Display pixel damage in few months only. Lg is not responsible for that in warranty also they need 35000/- to fix it . And worst experience my customer service team don’t buy lg products. If u want loss u can go through lg services. The product is in still warranty for 2months"
856,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 28 July 2024,1.0 out of 5 stars,Poor compatible with Gaming Console,I purchased this 3-4 days back ago. Although the TV looks fine to me and picture quality is great but it’s so bad with PS5 because it gets disconnected every time whenever I play. Even my HDMI cable is authentic. I never got this problem before this TV. SUCH A DISASTER EXPERIENCE!!!!!!
857,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 5 March 2024,3.0 out of 5 stars,Lg tv,Good
858,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 30 July 2024,1.0 out of 5 stars,Awful exchange service. Rejected exchange with lame excuse.,Rejected exchange tv even though same was working. Reason given was tv is slow. Ridiculous and lame excuse. Then told it's worth 1200 only. Looks like big scam. If you can't exchange to offer the same. Otherwise give some good and strong reason. Pathetic service by seller and Amazon
859,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 27 July 2024,1.0 out of 5 stars,Worst Service by LG,Don't consider yourself buying the product from a reputed brand. Purchased the TV last week and Even after 40 something calls and dozen of escalation it hasn't been installed. Consider what will happen once repairs will be needed. Consider buying from other brands maybe samsung or sony
860,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 17 August 2024,1.0 out of 5 stars,Worst product delivered by Amazon,"Since the item was delivered, I was facing issue with the TV. TV is not working display issue. Please find the attached image"
861,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 19 August 2024,1.0 out of 5 stars,missing wall mount,"Before purchase confirmed that this comes with Wall mount and upon delivery simply charged 2500 to client. very dishonest and not reliable,"
862,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 19 February 2024,3.0 out of 5 stars,App download facility are not easy. I want Facebook app but I Could not download Facebook app,How to download Facebook app in tv
863,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 6 May 2024,2.0 out of 5 stars,Voice command missing on remote,"Such a costly TV is not provided a remote with voice command. When enquuired, price quoted for that remote is Rs.3,200.
So, keep rhis in mind before placing an order. Else TV is OK"
864,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 23 August 2024,1.0 out of 5 stars,Worst,After used 3 months getting lines on screen. For replacement of screen they are asking service charges 1500.
865,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 18 April 2024,2.0 out of 5 stars,No app casting,"The app casting doesn't work. You can't directly cast from YouTube, prime and hotstar. The installation guy said it's quite common with LG tv. Apparently itonly works at times."
866,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 27 June 2024,1.0 out of 5 stars,Ok Product,"I am Writing this review after 1 month use, so if you will consider the brand and pricing its almost okay but not upto that mark.
Yes picture quality and sound quality is superb no doubt, but UI is super and super laggy, in 2024 you really don't want this type of laggy machine even after payment of 45-48K.
Apart from LG brand nothing attractive (Slowness of UI is most disappointing)
PS: Use logical mind rather emotional mind and raise above branding and you can get much better/Faster UI experience and pic/sound quality with less price - I did this mistake :("
867,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 30 October 2023,3.0 out of 5 stars,A leagy processor and not good remote,"• Good support provided by LG and Amazon
•Very easy to install
• size : 55 inch
• value for money product
• support Bluetooth, wifi, HDMI , USB ports, and all ott apps
• Brightness is also good"
868,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 12 August 2024,1.0 out of 5 stars,Not good,"Not so good product.Its so so recommand to by any other

Not value for money"
869,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 31 March 2024,1.0 out of 5 stars,DO NOT BUY - FAULTY TV WITH PANEL ISSUES,"I recently purchased an LG 65-inch TV via Amazon, excited to upgrade my home entertainment experience. Unfortunately, what arrived was a faulty unit, with the panel flickering incessantly.

Upon contacting LG's installation team, they confirmed the TV was indeed faulty. However, the ordeal didn't end there. When reaching out to Amazon's customer care for assistance, I was informed that they didn't offer exchanges for the TV but would provide a refund.

Expecting a smooth resolution, I awaited the arranged pickup for the return. However, the experience took a turn for the worse when the pickup team arrived, insisting that I contact Amazon to uninstall and repack the TV before they could retrieve it.

This runaround was incredibly frustrating, and the lack of coordination between Amazon's customer service and their logistics team only exacerbated the situation.

Overall, this experience has left me deeply disappointed and has shattered my trust in Amazon's ability to handle such situations effectively. It's disheartening to encounter such poor customer service, especially when dealing with a significant purchase like a TV."
870,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 5 August 2024,1.0 out of 5 stars,No installation service,If you buy tv from LG they will never come for installation very bad service by Lg will never by any Lg product in future
871,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 9 June 2024,1.0 out of 5 stars,Out dated or defective product sold,"I purchased this product from online and it started showing red spot from day one i switched it on. LG support is ok and very slow to fix the issue, instead of replacement lg is now offering panel change only ! This is situation of customer service in India. Defective product sold and later supported with lot of pain to customer

Late Update : July 5, 2024
I got a replacement TV after a long back and forth for 1month with LG, in my case i had good lg local support. Buying online TV is outdated and painful in case of issues"
872,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 30 July 2024,1.0 out of 5 stars,Very Bad service,"The TV is unable to connect with WiFi LG engineer said that mother bord is not working
It should be replaced"
873,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 4 May 2024,2.0 out of 5 stars,Box quality,Disappointed with the box quality very very poor
874,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 12 October 2023,3.0 out of 5 stars,Product fine for the price I got,Issue was with installation. no one came. We contact Amazon 3days later. Though they provided the number and agent came but COULD NOT resolve the volume issue we were facing. Strange engineers
875,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 16 November 2023,3.0 out of 5 stars,My remote was not working well,Tv wise good..but remote what I got is not upto mark of the cost...I want to exchange my remote please do needful
876,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 27 July 2024,1.0 out of 5 stars,"Do not purchase Lg products ,","No calls for product installation, worst company ever, no one answers from customer care, LG worst service and worst producta"
877,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 16 October 2023,3.0 out of 5 stars,"Good product, bad seller service",The quality of this product is good for the price. The service man from the sellers company made a fuss about the exchange procedure and tried to lowball the price. The actual installation process provided by LG was smooth. Overall fair experience
878,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 7 January 2024,3.0 out of 5 stars,Product demonstration,Poor Operating system demonstration.
879,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 9 August 2024,1.0 out of 5 stars,Not good,Sound quality very bad
880,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 12 July 2024,1.0 out of 5 stars,Worst installation experience and worst product,"This is most worst experience ever with LG, product was delivered a week ago even after multiple follow ups and escalation.No response from them soo I would really request customer to not buy this product."
881,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 19 July 2024,1.0 out of 5 stars,Worst service,Product achha hai but amazon se bilkul purchase mat krna bhut hi bekar Service hai koi response ni krta or prime membership lene ka bhi koi fayda ni hota Customer care bhi kuch ni krte
882,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 28 July 2024,1.0 out of 5 stars,TV is good but service is worst,Picture quality good but you have to beg for installation.... Worst service of LG
883,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 13 October 2023,2.0 out of 5 stars,Very poor product from LG please dont buy it.,"It doest have the motion stability. which result , you cannot enjoys fast moving object properly even in 4 k video quality. Very disgusting watching cricket and football even in buget TV brand MI,HAIER, TLC, SAMSUNG, ,SANSUIE having motion stability to enjoy cricket and football in excellent way . LG service are very bad after having this issue said it will come in TV but not in others brand very disappointing service not working immediately with customer satisfaction please dont buy this LG brand TV and i just want to return but they cant return within 02 days of buying seriously worst LG"
884,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 16 August 2023,3.0 out of 5 stars,No magic mouse remote,I bought an LG tv mainly because I wanted the Magic Mouse remote. Here I feel terribly cheated by the clearly inferior remote provided with this lg tv… just sad
885,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 10 June 2024,1.0 out of 5 stars,Such a bad experience,Ordered the product with so much excitement but received a defective unit. and now they are not returning it. citing mismatch serial no. Always keeps on rescheduling. Never thought of having such an experience with amazon. Neither there is any dedicated customer care no. Pathetic service.
886,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 24 October 2023,3.0 out of 5 stars,Not such a great tv.. the viewing angle is quite less. Gets blurred with slightest movement.,Not such a great tv.. the viewing angle is quite less. Gets blurred with slightest movement.
887,LG 164 cm (65 inches) 4K Ultra HD Smart LED TV 65UR7500PSC (Dark Iron Gray),Reviewed in India on 11 October 2023,3.0 out of 5 stars,Good LED Tv but received VA Panel as i wanted IPS,Only disappointment is I received VA Panel instead of IPS Panel. Otherwise all gud. Deal was awesome. Got in just 34k
