,모델명,날짜,별점,제목,본문
761,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 3 November 2022,1.0 out of 5 stars,Bad quality Product and Poor Service,"I bought this LG GL-T402JDS3 refrigerator in March 2020 from Amazon. The product was having frequent issues where cooling wouldn't work. After the warranty, I went to AMC due to the frequent issues. I paid 5000 rupees additional for the AMC.  It looks like every 3 months it stops working and a component needs to be changed. Now it has stopped working for five days, and LG is saying it will take a week to get the replacement component. An assigned service engineer, team lead, and team manager don't respond at all when called. No return call is made for several follow-ups. The product is substandard, and the service is pathetic."
762,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 7 June 2022,1.0 out of 5 stars,Don't ever buy!,The fridge has a 10 year compressor warranty but stopped working in 1 year. The LG customer care is the most pathetic & worst service I have come across. They sent a person after 3 days of raising a complaint. He said the compressor is not working & would need to be replaced. Its been 10 days now & even after endless calls to the LG customer care no one has come for the repair. They say the compressor has to be shipped from another place & there are many more customers waiting for the same. The fridge failed in the midst of a summer peak & we are left without a redress for the past 10 days! Dont ever trust LG.
763,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 5 March 2022,1.0 out of 5 stars,Gave problem 5 days after warranty expired,"This model is probably no longer supported by LG, a freezer part broke down exactly 1 year after buying the fridge 5 days after the warranty expired, So team LG have accurately guessed the warranty as 1 year. Just imagine ₹40K for something that is guaranteed to last only 1 year. Secondly the service guy placed the order for the part first locally, then as it was not available, order was placed in Bengaluru, there too it's unavailable so now order is placed in Noida, so 5 days now and I do not have a refrigerator.
So please check with the local LG dealer only which fridge has better support. And support is needed as today's electronics are delicate and stupid because they are made with tolerances for failure (servicing business) unlike the old days where quality was the most important."
764,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 15 November 2021,1.0 out of 5 stars,Received faulty product Amazon denied for replacing buy on your own risk,"Play Video
Received a faulty product the technician removed all the parts and found that there is an issue with the pipe really a bad experience where I'm unable to replace the product and Amazon is not taking our concern after receiving the product there is issue why do there is a option to replace items when we buy, noise coming from the fridge the doors is hard and making sound over cooling, Amazon please replace the product , waste of money need to call the lg tech support always to fix my issues for brand new product. Poor customer service"
765,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 15 December 2023,1.0 out of 5 stars,Received product with missing part,"Received refrigerator with missing part.
Not received any help from Amazon and LG after reporting missing product.
Unsatisfied and very disappointed 😔"
766,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 11 August 2024,2.0 out of 5 stars,No value for money,"An INR 40000 fridge expects INR 20000AMC so that it can run smoothly for 10 years. It’s a joke.
The electronic panel got damaged after a year and the same panel might impact the sensor. Needs to be replaced now. Better go for low end fridge."
767,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 8 December 2023,1.0 out of 5 stars,Started giving problems after 8 months,"Cooling is not effective, sometimes freezes on lower shelf and doesn't freeze in freezer. Freezer stopped working after 13 months. Please don't buy it from LG"
768,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 11 June 2023,1.0 out of 5 stars,Absolute and Utter Crap,"Stops cooling in summers. Compressor died in 2 years.
Has broken done thrice in 3 years.
Add to that the service is super high class - they don't have the compressor in entire state of Delhi. And getting it from Pune will take 6 days. These guys at LG should get medal."
769,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 22 October 2023,1.0 out of 5 stars,DAMAGED PRODUCT GIVEN,Quality was bad sent me a damaged and dented product. My previous review was also removed because i wrote about how bad their product given was
770,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 10 November 2021,3.0 out of 5 stars,Satisfactory but door cooling is not at all working,Issue with door cooling. I don't find that it is working
771,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 1 June 2021,3.0 out of 5 stars,Noisy. Otherwise ok,Noisy. Otherwise it seems to be working fine. We have been using it since last 5 months now.
772,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 27 October 2023,1.0 out of 5 stars,Denting issues onLower side of the left wall of this refrigerator and adequate cooling issues,Denting issues onLower side of the left wall of this refrigerator and adequate cooling issues
773,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 22 August 2022,1.0 out of 5 stars,Pathetic service by LG,"After four months, the cooling stopped working. The technician does not arrive after the complaint has been sent to LG support. For the past 17 days, they have made false promises that the field team has been informed of the issues, but nobody has visited. Since LG provides bad customer service and is careless, I will no longer suggest their goods."
774,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 22 October 2021,1.0 out of 5 stars,"Terrible experience from LG, least expected from such a brand","There is alot of sweating on the surfaces, temperature control has gone for a toss, due to the collected water everywhere the screws have current flowing all across. The brand is not ready to accept that it is a defective product. Super annoyed and sad that we have no option to return it after spending so much money. My experience is on the 8th day of the delivery and installation and i look down on LG and Amazon for this product and the experience we had."
775,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 20 October 2023,1.0 out of 5 stars,Corner damaged,one corner of the freeze/refrigerator is damaged.
776,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 30 April 2021,3.0 out of 5 stars,Price to much,Tomuch
777,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 8 July 2021,3.0 out of 5 stars,Nice product and good services from Amazon.,Good product.
778,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 29 July 2021,1.0 out of 5 stars,Avoid LG refrigerator,I bought this frost free LG refrigerator in October 2020 on Amazon. The product is still under warranty. This month the freezer has frosting. On 20th July I called LG customer care. They sent a technician who repaired it. Within 2 days of repair frosting recurred in the freezer. It is 9 days since I raised a complaint and LG has not resolved the issue. The product is substandard and service is very poor.
779,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 16 December 2020,3.0 out of 5 stars,Excellent product,Good
780,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 19 September 2023,1.0 out of 5 stars,Within one and a half year major breakdown of compressor and chilling unit of freezer,Not satisfied because of frequent breakdown.
781,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 7 March 2023,1.0 out of 5 stars,Not recommended,Within a short span of less than 2 years it has been damaged 3 times after ending the warrenty period.
782,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 21 May 2021,1.0 out of 5 stars,Worst customer support. Defective product.,The fridge was good but the compressor had issues within 45 days. I'm still trying to get some one to come and service the fridge. The worst experience I have had with an item. I have been trying to get a support person to repair the fridge for 3 months now. I'm trying hard to get a replacement for this product
783,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 30 August 2023,1.0 out of 5 stars,Dented,Fridge was dented from backside
784,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 31 August 2022,1.0 out of 5 stars,Cloud tail is a fraud,"This fridge has been giving me problems since day one.Water leakage every single month.And now LG is not replacing it.
Cloud tails sells worse inventory
The offline shops have better fridges with no defects"
785,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 3 August 2022,1.0 out of 5 stars,Not a good product,"Not a good product , 13 month back i purchased it , now all sensors of panel are not working , repairing cost is around 3K as only one year warranty."
786,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 19 May 2022,1.0 out of 5 stars,Installation service is not as per expectation,I did not get installation service even after contacting multiple times. I had to install it myself. I am not able to add this device ti LG ThinQ for IoT control aswell
787,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 13 June 2021,1.0 out of 5 stars,Vegetable Tray Troublesome,"The Vegetable tray is so troublesome. When you pull it out to take something from it, and then it is very troublesome to put in. It stucks on the sides. I would ask the seller to replace this item with some another model. Please respond urgently."
788,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 7 June 2023,1.0 out of 5 stars,"Faulty product deliver with many dent and marks on the refrigerator , please change at the earliest",Please exchange the fridge at the earliest !
789,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 27 August 2021,1.0 out of 5 stars,Got a defective piece,"Been calling the LG Supervisor. They came, saw inspected. tried from their end and then asked us to call Customer care and complain. Called up CC and complained and no one has turned up till date."
790,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 19 January 2022,1.0 out of 5 stars,Don't buy it. It is junk.,"Writing this review after using it around 11 months.

It stopped working twice in this period. First the freezer stops working then the fridge itself.

Highly NOT RECOMMEDED, you can even buy Godrej instead."
791,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 29 October 2021,1.0 out of 5 stars,Noise maker and nothing else,"Play Video
Huge. And capacious.

But huge noise maker. Avoid at any cost.
Amazon didn't help is sincerely for replacing the unit. Now I am stuck with this. Such horror."
792,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 9 January 2022,1.0 out of 5 stars,LG Review,"Product is really nice but didnt like amazon service, during checkout cashback was supposed to be given but i haven't recieved any of that. Never expected this from amazon."
793,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 4 November 2020,1.0 out of 5 stars,Defective product & extremely unprofessional response from Amazon CS,"Extremely unprofessional response from Amazon and the courier in-charge. Delivered a defective product and they're not taking it back. It's been over 10 days. Buy offline and pay a little bit more, it's worth the hassle. DON'T buy from Amazon."
794,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 11 July 2024,1.0 out of 5 stars,Very cheap quality,Bahut bekar quality hai LG refrigerators ki compressor ki guarantee to hai but saal me 3 4 bar kharab hota hai or har bar 800 900rs service charge le lete hai. Quality cheat hai LG products I don't recommend to buy LG products. Customer service bhi zero hai
795,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 24 July 2024,1.0 out of 5 stars,Packaging and transport is a issue,"Defective piece delivered
Big products delivery is a issue
Please think twice
Offers was superb but a defective piece delivered"
796,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 20 April 2021,1.0 out of 5 stars,Little Disappointed with Received Internal Broken Parts,"Bought this during Diwali Sale - But Received the Broken Fridge - Few Internal Tray(s) were broken 😔
I had to Chase LG for 20+Days to Get the Tray Replacement"
797,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 15 November 2021,1.0 out of 5 stars,Product is good. But delivery process is pathetic.,"Product is Good. But the delivery procedure to the house is pathetic, third class. Delivery boy was arrogant and rude."
798,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 10 June 2022,1.0 out of 5 stars,Fridge where dents come free,Photos speak of the quality of fridge delivered. A huge dent
799,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 29 May 2024,1.0 out of 5 stars,Compressor died after warantty period.,"Dont buy this product. Product works good for few months to 1-2 years, then all of sudden compressor will die. and LG team will not give any ETA on when they will replace the compressor. This is because this is a failed model from LG, and there are a lot of warantty claims as of now, which they can't handle. Stay away. there are better brands out there, search and apply brain."
800,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 27 March 2021,1.0 out of 5 stars,Not purchase,I am recently purchased new refrigerator but it sales defective product not purchase single product of LG
801,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 11 June 2021,1.0 out of 5 stars,Recieved samaved item,"Play Video
Item received with damage on upper door and its packing"
802,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 12 March 2021,1.0 out of 5 stars,Don't buy,I don't like
803,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 23 May 2021,1.0 out of 5 stars,Very poor quality defective material delivered.,Unit not working at all. Refund money immediately.
804,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 12 May 2024,1.0 out of 5 stars,Damage product,Huge dent was present on corner of door. Delivery not accept. Delivery personnel was very good inspected every thing carefully in front of me
805,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 17 July 2021,1.0 out of 5 stars,Damged items send,Damged item send
806,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 2 January 2023,2.0 out of 5 stars,Really good fridge but bugged with pathetic temperature controlissues,"Well it's almost an year I am using this fridge. I was really happy with the product. But after nearly an year, I am facing severe issues with this, to the point that I now regret purchasing this fridge. The temperature keeps on changing by itself constantly with annoying beeping sound everytime. I have disabled the environment monitoring feature so that it stops setting temperature on usage patterns and surrounding conditions. But that also doesn't help. It has now become an utter nuisance. Raised issue with LG, hoping there's a solution.
My recommendation: DO NOT BUY THIS FRIDGE."
807,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 2 October 2023,2.0 out of 5 stars,Impure water drainage,I didn't find water drainage tray in it which resulted in leaking after every 2-3 days. It would be better if this information is also provided.
808,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 5 December 2020,1.0 out of 5 stars,Installation not done in 15days,"Even after multiple calls, installation not done since 15days"
809,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 4 September 2023,1.0 out of 5 stars,"Worst Product ever - Compressor Collapsed in 2 nd year, Cooling issues since begining","Please do not buy this product and waste your hard earned money. It not even two years old product the Compressor collapsed, Gass issues, Does not cool properly from begining and Smart diagnostics never worked. Worst product from Amazon & extremely disappointed. This product is just a scrap not a refrigerator at all. Buy it and spend double price of the product on repairs. I even complained to the LG CEO desk but still no replacement. I learnt a lession not to buy any LG product in future and that to 100 percent not online."
810,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 12 March 2024,1.0 out of 5 stars,Only driver came along with bix,"Dislike , no helper came along with box and the delivery person was telling us to arrenge the 4 helper"
811,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 25 November 2023,1.0 out of 5 stars,Not working only after 15-18 days after it’s is delivered,"First of all the LG service is too poor, they are very irresponsible. My refrigerator is not working only after 15 days of purchase. The service person came after making a number to attempts to raise complaint and said some part is unavailable so will visit again after a few days. Now it’s more than 8 days that the service person visited and no action has been taken place. Very very bad experience I would never recommend to go for any LG products just because of its poor service and delivery."
812,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 5 December 2023,1.0 out of 5 stars,"Very bad product,donot buy (Two majour brakedown with in 30 months use).","I brought refrigerator model GL-T372JDS3 from Amazon 30.08.2021.With one year use on 12July2022 reported customer care regarding cooling issue, technician came and check on home, after that 10days technician again came and replace fan unit. More than 10days with in one year we will suffer for defective fan.
on 01.12.2023 I will reported cooling issue service request send,technician came on home they inform compressor not working, after that they go back and ask purchase bill. Still we don't knew what is the next step. I will check on service request status it shows completed, but problem still not solve and no information what is the action for next step. I will call service centere they told it will take more than one week to get spare parts.After one week change compressor and drier.Then again one week some sound while running, inform services centre they came and check found circuit board damage.After 5days they change damage parts and we will pay.
With in two year period of working two major breakdown of your product happen to me. Like this i feel your product is very bad so that we will suffer on our daily busy family life."
813,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 16 April 2022,1.0 out of 5 stars,Worst refrigerator. Noisy and technical fault since day-1,"Play Video
Writing this review after 6 months of struggle with LG product. Strongly recommend to not buy LG refrigerator. From day-1 itself, the refrigerator is making loud noise when the compressor picks up. It sounds like my AC. This sound can be heard in the entire house. So I'm not able to use this refrigerator. I raised multiple compliants, but LG ASM said it is normal and they can't do anything about it. So, better stay away from LG refrigerator. After 4 months, there was another fault in the grill circuit and LG technician said to replace the entire grill unit. The video of the fault is attached for ref. Even after CEO escalation, there is no resolution to the problem and the refrigerator is lying idle in my house for last 6 months now. Worst experience I had with LG."
814,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 7 September 2023,1.0 out of 5 stars,wrong information provide,"Item Dimensions LxWxH 63.1 x 53.7 x 129.6 Centimeters, please give exactly dimentions of item before upload the message. thank you"
815,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 29 November 2021,1.0 out of 5 stars,Not a silent refrigerator.,"The refrigerator is not silent, it continues with some noise always. Contacted Lg service person according to him this much sound is normal . Why LG claims the fridge to be silent then ."
816,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 21 October 2020,1.0 out of 5 stars,Warning - Don't buy any product on exchange offer,"Hello Folks,
I ordered and paid money during the festive sale, got an exchange offer at 7K for my old fridge and a 1.5K discount for a credit card, our family was so happy. Our old single door refrigerator is working, no scratches, superb cooling, so we thought exchange won't have any problem.

On the scheduled date, the Amazon delivery associates came to pick up the old fridge, they barely looked for inspecting any changes but found our bottom corner fridge has rust on it, ourselves itself dint notice it before. We said to those guys since we live near seashore and corrosion happens naturally since it's been 5 years, after that, they talked to us very rudely and refused to take our fridge. Told us to look at the whole thing and properly inspect if there is actually any physical damage like holes or dents. If rusting is your problem, give a good price of exchange-value instead of 7K.

Those guys never listened to us and told they won't pick, hence the product will get returned, the money will be refunded. We were left helpless, I called Amazon customer care multiple times explained the situation they were also not ready to help at all, saying it's not possible once DA guys rejected.

I was like if our fridge was damaged or not working or corroded visibly where it hampers looks I would have agreed, rusting at bottom of the thin layer where it can be fixed by cleaning can solve the issue. They strictly said NO. Are they expecting a new fridge nothing to happen for an old product? Common guys are sensible, if there is any damage you exchange the price accordingly, else don't offer and disappoint customers.

Anyway, people, I don't want any of them to suffer like me, so please beware if you are buying any big products or exchanging in the so-called multibillion-dollar e-commerce sites."
817,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 29 April 2020,1.0 out of 5 stars,Don't purchase lg refrigerator,Worst product.... stopped working within 8 months of purchase
818,"LG 343 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2023 Model, GL-S382SDSX, Dazzle Steel, Convertible with Express Freeze)",Reviewed in India on 10 October 2021,1.0 out of 5 stars,Exploited by Amazon! My money used by Amazon and I did not get the fridge.,"In summation I did not get my dream fridge even after ordering it ""twice""!!___Ya! TWICE!!... And they used my money to make profit without giving me back anything in return... here's how they did it.

Orders 2nd : This is the second time I ordered the same fridge in Great Indian Sale of Amazon (What happened to the first order is written below, that's an interesting read too.).

So this shopping festival began on 03 October 2021, but for Prime members it started on 02 October 2021 i.e. one day before. It offered discount on price from Rs. 38990 to Rs. 35990. So great. There was a 10% discount on HDFC bank cards (yes with an asterisk mark.. don't get fooled, it is maximum 1000 rupees for debit card and 2000 rupees for credit card.. that's it).

On 02 October I tried placing the order and wow! I was offered a cashback of almost Rs. 1500 plus I was gonna use my amazon pay balance etc. So it was coming quite decent. In excitement I made the payment. Yay! I was getting my dream fridge after all...

But no... the payment declined... why?... not because I had no balance in my account, but because there was ""Some technical problem"" from HDFC bank's side. And I was asked to check the next day. Next day came and again I placed the order.... but now the cashback was only 500 rupees and not 1500 rupees. Still I went ahead thinking I was getting a deal better than from a shop anyway. I placed my purchase.

Surprisingly the order came withing 4 to 5 days unlike earlier 10 days delay. So I was very excited. It was very nice to find some lucky marks on the packing box - many dents and a good piercing through the box. I waited for the brand installation guys to unpack it. When they unpacked it, the side of the machine bore a good conspicuous dent. It broke my heart. I was not going to accept any fresh thing that is already damaged. I called up the customer service, which asked for photos etc. And told be that, there is only refund and no replacement. Do you know what that means?

It means you were attracted by Amazon by a bait of discount + cashback + card discount etc. Then made you purchase a large object Costing thousands of rupees, kept your money for 10 days, rolled it around, made profit, then gave you faulty object, apologised for the inconvenience, offered you the refund, but declined to give you the object again at the same price. Thus if you want the fridge, you can book it again at a higher price either from market or amazon. Amazon has thugged you already.

Order 1st: I had made the same order before a few days at rupees 38990 but it wasn't delivered at all. When I first spotted the right fridge LG 335L Dazzle Steel the price was 38450 and then next day it was 38990 when I booked it but after a few day it again became 38450. Wow that was frustrating. But you know when you are a middle class someone you compromise on many levels because you want that dream object. So I still bought it. The update said it would delivered 7 days later. The status showed that the fridge was shipped etc. But on 6th day I got a service call apologising for further delay by 2 days. That's 9 days in total. I thought ok. But it didn't show up even on 10th day. So called the customer service to check what happened to my beloved fridge. They said it was still in a storage facility in ""Rajasthan"", and I live in Maharashtra. I was so frustrated that I cancelled it.

Amazon parked my money amounting to more than 35k for around 20 days. They made profits through their Amazon Pay fund management wing, and gave me nothing but frustration."
819,"LG 380 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2024 Model, GL-S412SPZX, Shiny Steel, Convertible with Express Freeze)",Reviewed in India on 24 July 2024,3.0 out of 5 stars,Delivery partner tried to get more money from us illegally,"Delivery partner tried to trick us to get more money from us illegally. We refused to pay more than required.

Happy with the product."
820,"LG 380 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (2024 Model, GL-S412SPZX, Shiny Steel, Convertible with Express Freeze)",Reviewed in India on 21 July 2021,1.0 out of 5 stars,Quality issue feel like refurbished,"Such a pathetic service after purchase this refrigerator from LG there is loud noise started from date of purchasing only ,couple of time technician visited but still problem is remains same I don't know what's wrong within month it's not working properly and LG promising me for 10 years, I think I have to write to the MD CEO of LG India as well as going to complain in consumer forum , hope you people will solve this issue within 3 working days after that I will mark a mail to All as well as post it on social media about this pathetic service"
821,"LG 185 L 4 Star Direct-Cool Inverter Single Door Refrigerator (GL-B199OSEY, Scarlet Euphoria, Smart Connect)",Reviewed in India on 20 August 2024,1.0 out of 5 stars,Very Small size,Very small size
822,"LG 264 L 2 Star Frost-Free Smart Inverter Double Door Fridge Appliance (GL-S302SPZY, Shiny Steel, Convertible, Smart Connect)",Reviewed in India on 18 August 2024,1.0 out of 5 stars,Scratch on front door,Not happy with product as lots of scratches
823,"LG 264 L 2 Star Frost-Free Smart Inverter Double Door Fridge Appliance (GL-S302SPZY, Shiny Steel, Convertible, Smart Connect)",Reviewed in India on 28 December 2023,3.0 out of 5 stars,Good 👍 products,Products is good but 2 star same price 4 star ⭐⭐⭐⭐ and same quality then nice 👍
824,"LG 264 L 2 Star Frost-Free Smart Inverter Double Door Fridge Appliance (GL-S302SPZY, Shiny Steel, Convertible, Smart Connect)",Reviewed in India on 9 April 2023,1.0 out of 5 stars,not a good product,cooling fan was stopped working after 6 month of purchase...have to extend warranty worth of Rs 6200/- so please dont buy this product..
825,"LG 833 L Frost Free Smart Inverter Compressor Wi-Fi Side-By-Side 5 Star Appliance (Gc-B307Ssvl, Noble Steel2, Door Cooling+ | Hygiene Fresh+)",Reviewed in India on 21 August 2024,1.0 out of 5 stars,When technical unbox the fridge already damaged,
